   9.9999999747524271E-007   5.0004445029117051E-013   4.9999999747511771E-013   1.0000889056325546     
   4.9999999873762135E-006   1.2500001034254637E-011   1.2499999936802941E-011   1.0000000877961361     
   8.9999999772771844E-006   4.0500047759906010E-011   4.0499999794674536E-011   1.0000011843267091     
   1.2999999967178155E-005   8.4499962582640364E-011   8.4499999569745887E-011  0.99999956228277265     
   1.6999999957079126E-005   1.4449996754706262E-010   1.4449999925990501E-010  0.99999978053396166     
   2.0999999946980097E-005   2.2049984060856787E-010   2.2049999886227189E-010  0.99999928229612323     
   2.4999999936881068E-005   3.1250002585636594E-010   3.1249999837319853E-010   1.0000000879461362     
   2.8999999926782039E-005   4.2049985715664207E-010   4.2049999778826896E-010  0.99999966556093312     
   3.2999999916683009E-005   5.4450000064321102E-010   5.4449999710229918E-010   1.0000000065030521     
   3.6999999906583980E-005   6.8450001222686296E-010   6.8449999630933710E-010   1.0000000232542381     
   4.0999999896484951E-005   8.4049989190759788E-010   8.4049999540266286E-010  0.99999987686488334     
   4.4999999886385922E-005   1.0124998617300207E-009   1.0124999943747886E-009  0.99999986899282112     
   4.8999999876286893E-005   1.2004999216941314E-009   1.2004999932174574E-009  0.99999994042205209     
   5.2999999866187864E-005   1.4044998497553252E-009   1.4044999919216469E-009  0.99999989877798323     
   5.6999999856088834E-005   1.6244998679582068E-009   1.6244999904775637E-009  0.99999992458026610     
   6.0999999845989805E-005   1.8604999763027763E-009   1.8604999888746480E-009  0.99999999324274569     
   6.4999999835890776E-005   2.1124999527444288E-009   2.1124999871015724E-009  0.99999998373626331     
   6.8999999825791747E-005   2.3805000193277692E-009   2.3804999851462402E-009   1.0000000143589705     
   7.2999999815692718E-005   2.6644999540081926E-009   2.6644999829957884E-009  0.99999998912081212     
   7.6999999805593689E-005   2.9644999788303039E-009   2.9644999806365843E-009  0.99999999939069639     
   8.0999999795494659E-005   3.2804998717494982E-009   3.2804999780542275E-009  0.99999996759496113     
   8.4999999785395630E-005   3.6124998548103804E-009   3.6124999752335512E-009  0.99999996666486601     
   8.8999999775296601E-005   3.9604999280129505E-009   3.9604999721586178E-009  0.99999998885351149     
   9.2999999765197572E-005   4.3244998693126036E-009   4.3244999688127243E-009  0.99999997699153165     
   9.6999999755098543E-005   4.7044999007539445E-009   4.7044999651783995E-009  0.99999998630578057     
